population,RAYON,NOTE,geometry
184.0,Медеуский,ул.ЖЕЛМАЯ- ул.МЕНДЕЛЕЕВА-рЖарбулак (Казачка)- ул.ХАИУЛЛИНА,POINT (76.98201281127129 43.28263414022341)
290.0,Турксибский,Красногорская- Дегдар,POINT (76.99042812478459 43.3956217694233)
537.0,Медеуский,р.Жарбулак (Казачка)- ул.Целиноградская-Восточная объездная дорога- ул.НИКОЛАЕВА,POINT (76.98465441046642 43.28274746476311)
644.0,Турксибский,Остроумова- Волгоградская- Дегдар,POINT (76.98416035184515 43.396952147861306)
365.0,Медеуский,р.Жарбулак (Казачка)- ул.Иштван Коныра-Восточная объездная дорога- ул.Целиноградская,POINT (76.98350128555067 43.28065487141345)
233.0,Медеуский,р.Абылгазы(Солоновка)- ул.КРЫМСКАЯ- ул.р.Жарбулак (Казачка)Шухова-,POINT (76.98085890765763 43.27810578824611)
163.0,Медеуский,р.Абылгазы(Солоновка)- пер.КУРДАЙСКИЙ-Восточная объездная дорога-  ул.Шухова- ул.КРЫМСКАЯ,POINT (76.9821111385393 43.276631436051126)
191.0,Медеуский,ул.Казанская- ул.Курдайская-р.Абылгазы(Солоновка)-р.Жарбулак (Казачка),POINT (76.97936691376012 43.277339391302284)
274.0,Медеуский,р.Жарбулак (Казачка)- ул.Курдайская- ул.Казанская,POINT (76.97748865779741 43.27749282674513)
849.0,Турксибский,суюнбая,POINT (76.99090822753834 43.37828049289544)
37.0,Медеуский,р.Абылгазы(Солоновка)- ул.Оренбургский- ул.Шухова- ул.Таллинская,POINT (76.98055412642304 43.27391933872216)
202.0,Медеуский,ул.Шухова- ул.Оренбургский-Восточная объездная дорога- ул.Таллинская,POINT (76.98285644445102 43.273606751034585)
294.0,Турксибский,красногорская,POINT (76.99663911650045 43.382133772045925)
5.0,Турксибский,Суюнбая пр.,POINT (76.98788909319829 43.37177861062931)
1180.0,Турксибский,суюнбая проспект,POINT (76.9864037602622 43.36925098850917)
10.0,Турксибский,Суюнбая пр.,POINT (76.9847362883591 43.36663862815447)
146.0,Бостандыкский,ул.Подгорная мкр.Баганашыл- сад.тов.Алатау-2,POINT (76.91480769636132 43.193511163549125)
768.0,Бостандыкский,ул.РАХМАДИЕВА (Нур Алатау),POINT (76.90881002060718 43.19497531827483)
452.0,Бостандыкский,мкр.Казахфильм,POINT (76.90671654175071 43.19557125170546)
633.0,Бостандыкский,мкр.Казахфильм,POINT (76.90534527987681 43.19402710492104)
8.0,Бостандыкский,сад.тов.Ремизовка,POINT (76.93443221751849 43.20028787509968)
640.0,Турксибский,мкр Жулдыз 1- Соболева,POINT (76.99881700372403 43.36129646647576)
41.0,Бостандыкский,5 улица(Ерменсай)- мкр.Ерменсай-  ул.Арайлы(Ерменсай),POINT (76.92680673548583 43.19851595136607)
372.0,Бостандыкский,ул.Арайлы(Ерменсай)- 5 переулок(Ерменсай)-сад.тов.Ремизовка-6 ПЕРЕУЛОК(Ерменсай),POINT (76.93221875299189 43.19809267315722)
190.0,Бостандыкский,ул.Арайлы(Ерменсай),POINT (76.93197183842348 43.19003864337315)
44.0,Бостандыкский,ул.Жангир хана (Ерменсай)- ул.Талапты (Ерменсай),POINT (76.92111283783778 43.19011785351679)
179.0,Бостандыкский,ул.Жангир хана (Ерменсай)- 5 улица(Ерменсай)-7 переулок(Ерменсай)- ул.Арайлы(Ерменсай),POINT (76.92642747472583 43.19012270158893)
312.0,Наурызбайский,сад.тов.Пищевик- сад.тов.Эдельвейс- сад.тов.Енбек,POINT (76.80107829912727 43.16889677048333)
37.0,Бостандыкский,ул.Таужиеги(Ерменсай)- сад.тов.Ремизовка,POINT (76.93707978592663 43.186532558233544)
665.0,Бостандыкский,6 пер.(Ерменсай)- сад.тов.Ремизовка-  ул.Арайлы(Ерменсай),POINT (76.93222746507998 43.19417819685186)
205.0,Наурызбайский,сад.тов.Арман- сад.тов.Алатау-СТ Монтажник,POINT (76.83197313551275 43.16518049637188)
213.0,Бостандыкский,ул.Мартебе (Нур Алатау)- ул.Исеналиева- ул.БАЙДОСОВА (Нур Алатау)- ул.Абилкайыр хана (мкр.Нур Алатау),POINT (76.90234988830156 43.1940485739465)
89.0,Бостандыкский,ул.Мартебе (Нур Алатау)- ул.Абилкайыр хана (Нур Алатау)- ул.БАЙДОСОВА (мкр.Нур Алатау)- ул.КОНАЕВА АСКАРА мкр.НУР АЛАТАУ,POINT (76.89972349719024 43.19378771945541)
188.0,Наурызбайский,сад.тов.Обувщик,POINT (76.81170497748266 43.17145407960851)
2.0,Наурызбайский,сад.тов.Алатау- сад.тов.Ласточка-мкр.Тастыбулак,POINT (76.81540797796784 43.160031084877126)
186.0,Бостандыкский,ул.БАЙДОСОВА (Нур Алатау)- ул.Абилкайыр хана (Нур Алатау)- ул.КОКСАРАЙ (мкр.Нур Алатау)- ул.КОНАЕВА АСКАРА мкр.НУР АЛАТАУ,POINT (76.899880715985 43.19173360403038)
114.0,Бостандыкский,ул.БАЙДОСОВА (Нур Алатау)- ул.Исеналиева- ул.Абилкайыр хана (Нур Алатау),POINT (76.9017764001747 43.19211773905127)
275.0,Медеуский,ул.САЗАНОВСКАЯ- ул.УШТОБИНСКАЯ- ул.ПОЛЕТАЕВА- ул.МЕНДЕЛЕЕВА,POINT (76.97259312448863 43.28380008417096)
138.0,Медеуский,ул.ПОЛЕТАЕВА- ул.УШТОБИНСКАЯ- ул.КАБИЛОВА- ул.МЕНДЕЛЕЕВА,POINT (76.9748513853628 43.28298323089499)
168.0,Медеуский,ул.КАБИЛОВА- ул.УШТОБИНСКАЯ- ул.САРБАЙСКАЯ- ул.МЕНДЕЛЕЕВА,POINT (76.9770669208766 43.282153301764886)
182.0,Медеуский,ул.ЖЕЛМАЯ- ул.Казанская-р.Жарбулак (Казачка)- ул.МЕНДЕЛЕЕВА,POINT (76.98054840097466 43.28044673697322)
278.0,Медеуский,ул.ПОГОДИНА- ул.БЕСТУЖЕВА- ул.ГУРИЛЕВА- ул.КАРАТАЛЬСКАЯ,POINT (76.9736809119489 43.27925512350231)
119.0,Медеуский,ул.Казанская- ул.Оренбургский-р.Абылгазы(Солоновка)- ул.Курдайская,POINT (76.97869950254135 43.27509012853968)
257.0,Медеуский,р.Жарбулак (Казачка)- ул.АСТРАХАНСКАЯ- ул.Казанская- ул.Курдайская,POINT (76.9765981084514 43.27593601300179)
120.0,Медеуский,р.Жарбулак (Казачка)- ул.ШАКШАК ЖАНИБЕК- ул.Оренбургский- ул.Казанская- ул.АСТРАХАНСКАЯ,POINT (76.97566853421536 43.274646365893815)
73.0,Медеуский,ул.САЗАНОВСКАЯ- ул.МЕНДЕЛЕЕВА- ул.ПОЛЕТАЕВА- ул.Халлиулина- ул.,POINT (76.97376214833291 43.285454125663406)
14.0,Медеуский,ул.ПОЛЕТАЕВА- ул.МЕНДЕЛЕЕВА- ул.КАБИЛОВА- ул.Халлиулина,POINT (76.97599084685191 43.28464954881839)
206.0,Медеуский,ул.КАБИЛОВА- ул.МЕНДЕЛЕЕВА- ул.САРБАЙСКАЯ- ул.ХАЛЛИУЛИНА,POINT (76.97821833187417 43.2837993951842)
239.0,Медеуский,ул.САРБАЙСКАЯ- ул.МЕНДЕЛЕЕВА- ул.ЖЕЛМАН- ул.Халлиулина,POINT (76.98027054967142 43.2830352129064)
273.0,Медеуский,ул.САРБАЙСКАЯ- ул.УШТОБИНСКАЯ- ул.ЖЕЛМАЯ- ул.МЕНДЕЛЕЕВА,POINT (76.97917521403218 43.281362553052396)
320.0,Медеуский,ул.ТАИРОВА- ул.УШТОБИНСКАЯ- ул.САЗАНОВСКАЯ- ул.МЕНДЕЛЕЕВА,POINT (76.97012585512314 43.284781963377945)
335.0,Медеуский,ул.ТАИРОВА- ул.КАРАТАЛЬСКАЯ- ул.САЗАНОВСКАЯ- ул.УШТОБИНСКАЯ,POINT (76.96927446031508 43.2832304988264)
272.0,Медеуский,ул.САЗАНОВСКАЯ- ул.КАРАТАЛЬСКАЯ- ул.ПОЛЕТАЕВА- ул.УШТОБИНСКАЯ,POINT (76.97145758536143 43.28215762696684)
241.0,Медеуский,ул.ПОЛЕТАЕВА- ул.КАРАТАЛЬСКАЯ- ул.КАБИЛОВА- ул.УШТОБИНСКАЯ,POINT (76.97369965471086 43.281318773372575)
235.0,Медеуский,ул.КАБИЛОВА- ул.КАРАТАЛЬСКАЯ- ул.САРБАЙСКАЯ- ул.УШТОБИНСКАЯ,POINT (76.97593011215656 43.280490095174045)
246.0,Медеуский,ул.САРБАЙСКАЯ- ул.КАРАТАЛЬСКАЯ-р.Жарбулак (Казачка)- ул.ЖЕЛМАЯ- ул.УШТОБИНСКАЯ,POINT (76.97807188249617 43.27968889502865)
259.0,Медеуский,ул.ГУРИЛЕВА- ул.БЕСТУЖЕВА- ул.Курдайская-р.Жарбулак (Казачка)- ул.КАРАТАЛЬСКАЯ,POINT (76.97587452886414 43.27847738700431)
233.0,Медеуский,ул.ТАТАБЕКОВА- р.Малая Алматинка- ул.МАРИУПОЛЬСКАЯ-КОКШЕТАУСКАЯ,POINT (76.96770919277286 43.276718488892136)
288.0,Медеуский,ул.ТАТИБЕКОВА- ул.КОКШЕТАУСКАЯ- ул.ТЮЛЕНИНА- ул.ПОГОДИНА- ул.БЕСТУЖЕВА,POINT (76.9701337963125 43.278551257393126)
246.0,Медеуский,ул.ПОГОДИНА- ул.ТОБЫЛГЫ- ул.КИЕВСКАЯ- ул.БЕСТУЖЕВА,POINT (76.97257763745945 43.277581305962784)
270.0,Медеуский,ул.КОКШЕТАУСКАЯ- ул.МАРИУПОЛЬСКАЯ- ул.КУТУЗОВА- ул.ТОБЫЛГЫ- ул.ПОГОДИНА-ул.ТЮЛЕНИНА,POINT (76.97056607968044 43.27647875773348)
287.0,Медеуский,ул.КУТУЗОВА- ул.МАРИУПОЛЬСКАЯ-р.Жарбулак (Казачка)- ул.БЕСТУЖЕВА- ул.ГОМЕЛЬСКАЯ.ул.ТОБЫЛГЫ,POINT (76.97397212902914 43.27642567065233)
129.0,Медеуский,УЛАЙДЫН- ул.ЬЯНОВСКАЯ- ул.ШИРОКАЯ-Восточная объездная дорога,POINT (76.98508680178462 43.269613196853335)
146.0,Медеуский,ул.АЙДЫН- ул.БАЗАРБАЕВА- ул.ШИРОКАЯ.ул.ЬЯНОВСКАЯ,POINT (76.98273281472503 43.269188645830404)
220.0,Медеуский,ул.АЙДЫН- р.Абылгазы(Солоновка)- ул.ШИРОКАЯ- ул.БАЗАРБАЕВА,POINT (76.98006133045622 43.2687112591516)
207.0,Медеуский,р.Абылгазы(Солоновка)- ул.АЙДЫН- ул.БАЗАРБАЕВА- ул.ПОРТАРТУРСКАЯ,POINT (76.97971127236595 43.27025937149749)
97.0,Медеуский,ул.БАЗАРБАЕВА- ул.ПОРТАРТУРСКАЯ- ул.ТАЖБЕНОВА- ул.Оренбургский,POINT (76.98146550977499 43.27208248601476)
338.0,Медеуский,р.Абылгазы(Солоновка)- ул.ПРТАРТУРСКАЯ- ул.БАЗАРБАЕВА- ул.Оренбургский,POINT (76.97909180444785 43.27195205675817)
286.0,Медеуский,ул.Казанская- ул.РАЗЪЕЗДНАЯ-р.Абылгазы(Солоновка)- ул.Оренбургский,POINT (76.97713504304114 43.272302039657994)
211.0,Медеуский,ул.ТАИРОВА- ул.СЫРЫМБЕТ- ул.ТАТИБЕКОВА- ул.КАРАТАЛЬСКАЯ,POINT (76.96910653834901 43.281127432015836)
295.0,Медеуский,ул.ТАИРОВА- ул.ТАТИБЕКОВА- ул.СЫРЫМБЕТ,POINT (76.96725630823835 43.27911990924691)
303.0,Медеуский,ул.ШАКШАК ЖАНИБЕК- р.Жарбулак (Казачка)- ул.МАРИУПОЛЬСКАЯ- ул.Учительская,POINT (76.97262322582438 43.27433088780369)
332.0,Медеуский,ул.МАРИУПОЛЬСКАЯ- ул.Есенберлина- ул.ШАКШАК ЖАНИБЕК- ул.Учительская,POINT (76.97015491898713 43.27419143344523)
330.0,Медеуский,ул.МАРИУПОЛЬСКАЯ- р.Малая Алматинка- ул.ШАКШАК ЖАНИБЕК- ул.Есенберлина,POINT (76.96784584754978 43.273870334413914)
195.0,Медеуский,ул.БАЗАРБАЕВА- ул.АЙДЫН- ул.ЬЯНОВСКАЯ- ул.АХМЕДСАФИНА- ул.ТАЖБЕНОВА-,POINT (76.98220463004996 43.270628329126566)
141.0,Медеуский,ул.ТАЖБЕНОВА- ул.АХМЕДСАФИНА- ул.ЬЯНОВСКАЯ- ул.АЙДЫН-Восточная объездная дорога- ул.ТАЖБЕНОВА,POINT (76.98441633309461 43.27101967776308)
135.0,Медеуский,ул.ТАЖБЕНОВА- Восточная объездная дорога- ул.Оренбургский,POINT (76.98365644975318 43.27225148986468)
232.0,Медеуский,р.Жарбулак (Казачка)- ул.Средняя.ул.ХОРУЖЕЙ- ул.РАЗЪЕЗДНАЯ,POINT (76.97513584366634 43.26995129753104)
586.0,Медеуский,ул.ТЯНЬ- ШАНСКАЯ-пр.Райымбека- ул.ШАКШАК ЖАНИБЕКА- ул.Есенберлина- ул.Грузинская-ул.Ашимбаева-,POINT (76.96736448433056 43.270698043619674)
152.0,Медеуский,ул.КОПЕРНИКА- ул.Есенберлина- ул.Средняя-Центральный Парк Культуры и Отдыха,POINT (76.97009353800723 43.26782584664738)
950.0,Бостандыкский,мкр.Казахфильм,POINT (76.90464604630688 43.19243265356425)
13.0,Бостандыкский,ул.РАХМАДИЕВА (Нур Алатау),POINT (76.90731612501574 43.191985703786024)
373.0,Медеуский,ул.ШАКШАК ЖАНИБЕК- р.Жарбулак (Казачка)- ул.РАЗЪЕЗДНАЯ- ул.Казанская- ул.Оренбургский,POINT (76.97534655595814 43.27300974617542)
309.0,Медеуский,ул.ХОРУЖЕЙ- ул.Казанская.ул.Апорт- ул.СРЕДНЯЯ-р.Абылгазы(Солоновка)- ул.РАЗЪЕЗДНАЯ,POINT (76.97706631656973 43.26960367111457)
